地名名稱,地名別稱,所屬縣市,所屬鄉鎮市區,所屬村里,地名類型,地名意義,語言別,命名族群,相關位置與面積描述,地名沿革與文獻歷史簡述,地名相關事項訪談內容,普查使用之地圖與文獻,地圖座標(橫坐標),地圖座標(縱坐標),地名年代時間(起),地名年代時間(迄),漢語拼音,通用拼音
菅禎排,三寶佛,新竹縣,橫山鄉,"新興村,",石洞,生病求祈靈單食後痊癒。,客語,廣東人,水頭屋四鄰,"未開發前全山都是生菅禎,所以稱為菅禎排,內有一個大石洞,據說有三寶佛,岩洞居住,頂個檢柴婦人,忽然肚痛得很厲害,到洞邊去求祈三寶佛的靈單食後痊癒,喧揚出去,很多人去祈求必應,所以當時很熱鬧一時,後來官廟禁止百姓前往取消。","現在被取消,少人去廟拜拜。",,121.15142781149,24.708466338811,清朝,,Jianzhenpai,Jianjhenpai
上大窩,上大窩,新竹縣,橫山鄉,"新興村,",土确房屋,"因為最上一個窩,也是第一鄰。",客語,廣東人,新興村九讚頭第1鄰18號,"日據時叫竹州橫山莊大肚字九讚頭後改新竹縣橫山鄉九讚4之1號,後民國85年12月7日整編為橫山鄉新興村一鄰九讚頭18號。種田、茶園、山木、磚窯、瓦窯。","光復後有迎神繞大街小巷,那是每年馬祖婆入出境時要迎神,現在年青人外流,老人就靠老人津貼及老本過生活。",,121.15095318161,24.718238863224,清朝時代,,Shangdawo,Shangdawo
下大窩,下大窩,新竹縣,橫山鄉,"新興村,",土确房屋,"是因為最尾一個窩,也是最後一鄰,所以叫下大窩。",客家語,廣東人,新興村12-13鄰，10甲左右地,"之前下大窩為陳氏人家後戴氏人家,轉住時土确房屋於民國38年改建為磚房。交通于民國38年為人行小路,當時戴家改建木材用阿兵哥搬運。",,,121.14544950378,24.723746524655,清朝時代,,Xiadawo,Siadawo
烏瓦窯,,新竹縣,橫山鄉,"新興村,",,,客語,,新興村1鄰,"客家人講究地理風水,居住地又以山區居多,屬螃蟹穴,所以蓋房子均以黑瓦覆蓋。紅瓦則表示螃蟹已死。所以有專事生產黑瓦的烏瓦窯。",現已拆除長滿牧草。,,121.15097453956,24.717519820922,約60年,,Wuwayao,Wuwayao
瓦窯埔,,新竹縣,橫山鄉,"新興村,",,,客語,,新興村九讚頭49號2鄰,"因旁邊設有瓦窯而得名。日據時期該地為沙坑公學校九讚頭分校,學區涵蓋內灣、南河、油羅、九讚頭、大肚等地區,後因學生增加,校地不敷使用,遂遷移現在大肚國小舊學區(現拆除)。","為劉姓家族所有,有四戶人家居住。",,121.15156897859,24.717656445379,約60年,,Wayaopu,Wayaopu
響笐山,,新竹縣,橫山鄉,"新興村,",,響笐:發出聲響的器具。,客語,,,"日據時代,此山頂設有防空警報器,所以叫響笐山。","現為雜木林,位於美滿昆蟲館後右方。",,121.14374582235,24.717235509046,日據時代,,"Xianggang Mountain","Sianggang Mountain"
腦寮窩,,新竹縣,橫山鄉,"新興村,",,,客語,,新興村2鄰,因設有腦寮而得名。,現況:雜木林無人居住。,,121.15058813632,24.715933514009,150年,迄今,Naoliaowo,Naoliaowo
畚箕窩,,新竹縣,橫山鄉,"新興村,",,畚箕:竹製農具,客語,,忠孝街30號後方,"地型像似畚箕,「畚箕」:竹製農具,起運泥土的器具。","王姓家族居住於此,種植海梨、柑為主。",,121.14374898871,24.727848382886,150年,,Benjiwo,Benjiwo
埤塘窩,,新竹縣,橫山鄉,"新興村,",,水塘(客語),客語,,新興村12鄰,因池塘得名,雜木林,,121.1488896742,24.724758453036,150年,,Bitangwo,Bitangwo
濫窿窩,,新竹縣,橫山鄉,"新興村,",,窿凹地(客語),客語,,新興村12鄰,該處位底低窪地區:沼澤地,雜木林,,121.14688378726,24.724598215982,150年,,Lanlongwo,Lanlongwo
崩岡窩,,新竹縣,橫山鄉,"新興村,",,,客語,,現新興村忠孝街24號,"崩岡:懸崖峭壁,因地形得名。","陳姓人家居住,雜木林。",,121.14544753622,24.72904416791,150年,,Benggangwo,Benggangwo
豬窟,,新竹縣,橫山鄉,"新興村,",,山豬聚集的地方,客語,,新興村2鄰61號前方山谷,"相傳該地山豬眾多,因此得名。","梯田面積不大,但已荒廢。",,121.15132199941,24.715365028062,150年,,Zhuku,Jhuku
菜園龍,,新竹縣,橫山鄉,"新興村,",,,客語,,今覡婆娘背後山脊,"因種滿青菜,所以稱為菜園龍。","原貌已毀,現為住宅區。",,121.14352273398,24.715836539035,150年,,Caiyuanlong,Caiyuanlong
四大畝,,新竹縣,橫山鄉,"新興村,",,,客語,,水頭屋下方,"該地有四大塊水田,面積約五分地。","現況民國51年葛樂福颱風為洪水沖毀,該地現為河床。",,121.14359388416,24.713543550094,100年,,Sidamu,Sihdamu
插旗崠,,新竹縣,橫山鄉,"新興村,",,,客語,,新興村仁愛街上方山上,"此為三角頂點:日據時期,日人所設為凸頭標地,在此插一面旗幟,故稱插旗崠。",現雜木林,,121.14949882451,24.711927413674,100年,,Chaqidong,Chacidong
牛角窩,,新竹縣,橫山鄉,"新興村,",,,客語,,在下大窩,地形像似牛角而得名。,無人居住雜木林。,,121.15156423566,24.725003866202,150年,,Niujiaowo,Nioujiaowo
打磚窩,,新竹縣,橫山鄉,"新興村,",,打磚:製造泥磚,客語,,在下大窩,"百餘年前,羅姓家族在此製造泥磚,運到下方蓋房子,該房子現仍然使用中。",柑橘園無人居住。,,121.14490628322,24.721708651469,81,,Dazhuanwo,Dajhuanwo
番仔圍窩,,新竹縣,橫山鄉,"新興村,",,圍:為客語中殺害之意。,客語,,新興村12鄰,"開墾初期,漢族與原住民衝突激烈,在此有一戶人家為原住民所害。","現無人居住,種植蔬果。",,121.14689803903,24.721035765696,150年,,Fanzaiweiwo,Fanzaiweiwo
尖筆窩,,新竹縣,橫山鄉,"南昌村,",,因尖筆山得名,,,1鄰,"尖筆山:形似筆尖的山,清光緒由墾首邱乾山開墾而成。","現無人居住,全為杉木林。參考資料:頭前溪中上游開墾史暨史料彙編,吳學明著。",,121.12870812597,24.676364998209,150年,,Jianbiwo,Jianbiwo
薯園,二十份,新竹縣,橫山鄉,"南昌村,",,種植木薯的地方,客語,,3鄰與4鄰,"日據時期該地種植大量的木薯,塊根,去外皮搗碎以水洗出澱粉,沈澱後成白色塊狀,取出晒乾成樹薯粉或太白粉。在上坪溪畔,設有工廠,並設有會社,產量不明。","該地均為柑橘園,面積甚廣。下薯園同上(5鄰)",,121.11681265285,24.678187580938,150年,,Shuyuan,Shuyuan
甲壢,,新竹縣,橫山鄉,"南昌村,",,甲匯合之意,客語,,6鄰,"上坪溪和南昌溪會合之地,也是南昌村入口。","現今約十戶人家,也是村民活動中心所在地。",,121.1203560906,24.669515964489,150年,,Jiali,Jiali
河頭,,新竹縣,橫山鄉,"南昌村,",,意上游,客語,,7鄰,"在客語中河頭指該地區最接近河流上游的地方,而不是該溪流的源頭。","原為稻田,現為雜木林地。",,121.12374940931,24.666161470694,150年,,Hetou,Hetou
卑來,,新竹縣,橫山鄉,"南昌村,",,卑來是頭目的名字,賽夏原住民語,賽夏族,8、9鄰,"卑來在尖筆山西側山坡上,原賽夏族部落,大正九年合併濫仔。參考資料:新竹縣舊地名探源:楊鏡汀著。",,,121.13881912224,24.6666751747,150年,,Beilai,Beilai
白沙崠,,新竹縣,橫山鄉,"南昌村,",,白色突起的山脊,客語,,10鄰,"客語白沙的意義是矽沙,製造玻璃的原料。因交通不便而未開採。",現為杉木林。,,121.13560193381,24.671764031022,100年,,Baishadong,Baishadong
猴空山,,新竹縣,橫山鄉,"南昌村,",,空空山洞,客語,,12鄰,"台灣彌猴棲息的地方,數量甚多。",現台灣彌猴已遷移。,,121.13156483945,24.66828225903,100年,,"Houkong Mountain","Houkong Mountain"
昌運崠,,新竹縣,橫山鄉,"南昌村,",,發達興盛,客語,,1鄰,"台地面積甚廣,中間有一水池,山泉水終年不斷,池水清澈,但不知何因,沒有魚蝦,早期為原住民耕地。","中華電信於91年在此架設轉播站;杉木林,無人居住。",,121.14317535232,24.679160309864,80年,,Changyundong,Changyundong
腦寮,,新竹縣,橫山鄉,"南昌村,",,提煉樟腦的地方,客語,,6鄰,"腦寮位於南昌村6鄰,日據時期在此提煉樟腦,由上坪樟腦會社統一收購,唯產量不詳。","腦寮已不見了,現為柑橘園。",,121.12496210331,24.673864271628,150年,,Naoliao,Naoliao
蕃頭崠,,新竹縣,橫山鄉,"南昌村,",,蕃頭:原住民的頭顱。,客語,,8鄰山上頂,"墾拓期開墾者與原住民衝突甚烈,為了嚇阻原住民侵擾,遂把殺死的原住民頭顱懸掛於此,故名蕃頭崠。","現無人居住,為雜樹林。",,121.11072348167,24.679683668255,100年,,Fantoudong,Fantoudong
義仲爺,,新竹縣,橫山鄉,"南昌村,",,,客語,,品味山莊旁邊,"義仲爺大約百餘年前,魏成章先生有感無人奉祀的骨骸及孤墳甚多,遂結合濫仔、田寮、大山背、油羅、南河等地信眾,集資興建石製之墳墓乙座,安奉義仲爺,右側則立有石碑,感念信士功德,並成立祭祀委員會,涓定每年農曆七月二十九日為祭祀日,推派爐主負責祭祀事宜,當日殺豬普渡、牲果,祭拜義仲爺,並邀請野台戲表演,場面盛大。","近年來墓碑及功德石碑均風化而模糊不清,正上方也搭起遮雨棚,祭祀已不復當年。",,121.12474454622,24.687110182363,120年,,Yizhongye,Yijhongye
鬼嬤壢,,新竹縣,橫山鄉,"南昌村,",,女鬼出沒的地方,客語,,6鄰、9鄰,"南昌村有倆個地方,如此稱呼:1.一處在一鄰張有德先生住屋崁下2.另一處於6鄰通往9鄰的路途中。皆因曾謠傳女鬼出現而得名。","倆地林木茂盛,陰森森,寒意重,讓路過的人非常不自在。",,121.13683801595,24.674346754028,130年,,Guimali,Gueimali
尖筆山,,新竹縣,橫山鄉,"南昌村,",,因山形像筆尖,客語,,1鄰山上,,現為人造杉木林。,,121.13329604516,24.667023594247,150年,,"Jianbi Mountain","Jianbi Mountain"
濫仔,,新竹縣,橫山鄉,"南昌村,",,沼澤,客語,,,"南昌村舊有地名,因該處有沼澤而得名,該沼澤面積約百坪左右,位於品味山莊後方。",柑橘產地。,,121.1253313433,24.681220874646,150年,,Lanzai,Lanzai
大坪角,,新竹縣,橫山鄉,"福興村,",,"因地形平坦,坐落於一角而命名。",客語,原住民,福興村11鄰,"田、山、茶,為居民生活主軸。有小型的製茶工廠。地形平坦。","現況有兩戶居民居住,都在外地工作。",,121.16230632411,24.727692752082,日據時代,100年左右,Dapingjiao,Dapingjiao
下四股,,新竹縣,橫山鄉,"福興村,",,"以焗腦為業,按腦灶每十灶為一份,下面的有四股稱(下四股)。",客語,原住民,福興村11鄰,大多以種菜、耕田為生。徒步:輕便車。氣候:溫和。,"居民居住的環境,姓氏以黃姓、劉姓居多。",,121.16577426193,24.729184152868,日據時代,,Xiasigu,Siasihgu
江尾,,新竹縣,橫山鄉,"福興村,",,"交通出入,那裏是終點,居民稱為江尾。",客語,原住民,福興村11鄰,以農為業。,"目前一遍荒野,無人居住。",,121.16360119872,24.725072215834,日據時代,,Jiangwei,Jiangwei
石崠,,新竹縣,橫山鄉,"福興村,",,"因地形的關係,矮山頂上有塊大石,而命名。",客語,,八十份7鄰10號,"以農為業,居民僅只兩戶。交通:徒步,因道路狹小,車輛無法行駛。",無人居住。,,121.17237147669,24.729616746569,日據時代,,Shidong,Shihdong
八十份,,新竹縣,橫山鄉,"福興村,",,"以焗腦為業,每十灶為一份,共有八十灶,所以稱八十份。",客語,原住民,福興村1~5鄰,"早期以農田為生活資源,福興村在橫山鄉排名第三大、多田地的一個村落,有150多甲的面積。","目前八十份為一個小村莊,居民聚集在一起,都以外地工作為主。",,121.17019722369,24.735222881952,,迄今,Bashifen,Bashihfen
石王爺,,新竹縣,橫山鄉,"福興村,",,"有個巨石,所命名。",客語,原住民,,"居民以巨石為當地的守護神,以農為業,至今仍有居民居住,交通以徒步。",石王爺至今仍在。,,121.17889432125,24.733177117964,日據,,Shiwangye,Shihwangye
石捷窩,,新竹縣,橫山鄉,"福興村,",,因地形兩側都是石頭。,客語,原住民,,"以前因地形關係,不易種植農物,因石頭多的原因。","目前有一戶居民,是由外地遷進的,現況地形以池塘居多。",,121.18115331161,24.733828737405,日據,,Shijiewo,Shihjiewo
牛角窩,,新竹縣,橫山鄉,"福興村,",,地形呈尖形狀而命名。,客語,原住民,,農田、茶為生活主要來源。交通:徒步、輕便車。,"目前尚有幾戶人居住,路線可通往關西、玉山。",,121.17605547277,24.740132638183,日據,,Niujiaowo,Nioujiaowo
十分子,,新竹縣,橫山鄉,"福興村,",,,客語,原住民,,"茶業為主,現今以柑橘居多。","目前有兩戶人居住,姓氏:鍾姓。",,121.17745086533,24.729374089335,,迄今,Shifenzi,Shihfenzih
深壢,,新竹縣,橫山鄉,"福興村,",,形狀像深溝而命名。,客語,原住民,,氣候:濕冷。,,,121.19458317209,24.72630917136,日據,,Shenli,Shenli
馬學社,,新竹縣,橫山鄉,"福興村,",,不知,客語,原住民,,以農為業。,"目前庄裏還有多人居住,大多在外地工作,交通以汽車為主,目前大多種植柑橘。",,121.18327076368,24.732157994837,日據時代,,Maxueshe,Masyueshe
大窩,,新竹縣,橫山鄉,"福興村,",,因地形像鳥巢而得名。,客語,原住民,,產業:茶葉為生活主軸。交通:徒步。水系:山泉水。,"無人居住,現況竹、樹。",,121.17356901196,24.727095978429,,,Dawo,Dawo
東安部,蔗部,新竹縣,橫山鄉,"福興村,",,"在全部的地形的中間,沒有其他意義。",客語,原住民,,"早期也是以農,交通不便,大多以徒步。","交通方便,家家戶戶都有車,目前仍然有人居住。",,121.17888299999,24.732340728908,日據時代,,Dong-anbu,Dong-anbu
楓樹窩,,新竹縣,橫山鄉,"福興村,",,,客語,原住民,,,,,121.1814856505,24.735093608369,,,Fengshuwo,Fongshuwo
獅頭山,,新竹縣,橫山鄉,"福興村,",,,客語,原住民,馬福第一鄰,,,,121.2025573512,24.742452342262,日據,,"Shitou Mountain","Shihtou Mountain"
柏色壢,,新竹縣,橫山鄉,"福興村,",,不知,客語,原住民,3鄰~4鄰,,"一遍荒野,無人居住。",,121.17838504192,24.729036852548,,,Boseli,Boseli
莧壢,,新竹縣,橫山鄉,"福興村,",,,客語,原住民,,,,,121.17987595283,24.729936770707,日據時代,,Xianli,Sianli
田心仔,,新竹縣,橫山鄉,"大肚村,",,,,,,"從劉邦賢先生家的祖譜發現其第十五世祖劉朝珍先生葬於""大肚庄田心仔"",也在竹東鎮誌的""樹杞林保""全圖發現""田心仔""。訪問長者時透露以前大肚大多是田,田心仔有田中央位置之意。","現址目前是卡車停車場及亞泥的沙石場,已無田的蹤影。",,121.13662060975,24.721349816096,,,Tianxinzai,Tiansinzai
龍眼窩,,新竹縣,橫山鄉,"大肚村,",,,,,,地名因種植之植物而取名。,"目前""龍眼窩園橋""在區域內,但已少有龍眼樹。",,121.13294783077,24.728294854415,,,Longyanwo,Longyanwo
暗街壢,,新竹縣,橫山鄉,"大肚村,",,,,,,"地處二山間,小溪流過,因樹林茂密且在二山間,陽光不易直射,常年較為陰暗,因此得名。","目前無住家。產業路可達,據村長言,此處每到夏天特別涼爽,蝴蝶群舞。",,121.13408676984,24.728707620577,,,Anjieli,Anjieli
十分寮,,新竹縣,橫山鄉,"力行村,",,以製樟腦油的寮命名。製樟腦油的灶十灶為一分(或一份)十份寮既有一百灶的土地。,客語、台語,客家人,1~5鄰,"史事:每年農曆7月29日五鄰村民及附近地主均準備三牲素果齊聚伯公廟普渡,祈求平安收成好。產業:早期-樟腦、茶葉、水稻;中期-白砂、煤礦。交通:早期-徒步、輕便車;現今-火車、公車、汽機車。地形:長形。水系:飲用油羅溪水。土壤:鬆土。氣候:適溫。",起緣:傳說:一、在茶工廠附近有一家人全家遭出草的生番所殺害過後耕種的村民深感不平安收成不佳故而於七月二十九普渡。二、一位理髮師傅身著白衣行經麻竹窩(茶工廠)附近遭生番殺害過後耕種的村民深感不平安收成不佳故而於七月二十九普渡。居民:此地居民多數由它處遷居至此以客家人居多。古厝:茶工廠。籍別:廣東梅縣。,,121.156351624,24.720192985116,光緒年,迄今,Shifenliao,Shihfenliao
